frame_index,time_sec,visibility_state,expected_visible_count,visibility_source
406,14.161918602934033,VISIBLE,1.0,MANUAL_INTERVAL
407,14.196800175847663,VISIBLE,1.0,MANUAL_INTERVAL
408,14.231681748761295,VISIBLE,1.0,MANUAL_INTERVAL
409,14.266563321674925,VISIBLE,1.0,MANUAL_INTERVAL
410,14.301444894588556,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
411,14.336326467502186,VISIBLE,1.0,MANUAL_INTERVAL
412,14.371208040415818,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
413,14.406089613329447,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
414,14.440971186243079,VISIBLE,1.0,MANUAL_INTERVAL
415,14.475852759156709,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
416,14.51073433207034,VISIBLE,1.0,MANUAL_INTERVAL
417,14.54561590498397,VISIBLE,1.0,MANUAL_INTERVAL
418,14.5804974778976,PARTIALLY_VISIBLE,,MANUAL_INTERVAL
419,14.615379050811232,PARTIALLY_VISIBLE,,MANUAL_INTERVAL
420,14.650260623724861,PARTIALLY_VISIBLE,,MANUAL_INTERVAL
421,14.685142196638493,PARTIALLY_VISIBLE,,MANUAL_INTERVAL
422,14.720023769552123,PARTIALLY_VISIBLE,,MANUAL_INTERVAL
423,14.754905342465754,PARTIALLY_VISIBLE,,MANUAL_INTERVAL
424,14.789786915379384,PARTIALLY_VISIBLE,,MANUAL_INTERVAL
425,14.824668488293016,VISIBLE,1.0,MANUAL_INTERVAL
426,14.859550061206646,VISIBLE,1.0,MANUAL_INTERVAL
427,14.894431634120277,VISIBLE,1.0,MANUAL_INTERVAL
428,14.929313207033907,VISIBLE,1.0,MANUAL_INTERVAL
429,14.964194779947537,VISIBLE,1.0,MANUAL_INTERVAL
430,14.999076352861168,VISIBLE,1.0,MANUAL_INTERVAL
431,15.033957925774798,VISIBLE,1.0,MANUAL_INTERVAL
432,15.06883949868843,VISIBLE,1.0,MANUAL_INTERVAL
433,15.10372107160206,VISIBLE,1.0,MANUAL_INTERVAL
434,15.138602644515691,VISIBLE,1.0,MANUAL_INTERVAL
435,15.173484217429321,VISIBLE,1.0,MANUAL_INTERVAL
436,15.208365790342953,VISIBLE,1.0,MANUAL_INTERVAL
437,15.243247363256582,VISIBLE,1.0,MANUAL_INTERVAL
438,15.278128936170214,VISIBLE,1.0,MANUAL_INTERVAL
439,15.313010509083844,VISIBLE,1.0,MANUAL_INTERVAL
440,15.347892081997474,VISIBLE,1.0,MANUAL_INTERVAL
441,15.382773654911105,VISIBLE,1.0,MANUAL_INTERVAL
442,15.417655227824735,VISIBLE,1.0,MANUAL_INTERVAL
443,15.452536800738367,VISIBLE,1.0,MANUAL_INTERVAL
444,15.487418373651996,VISIBLE,1.0,MANUAL_INTERVAL
445,15.522299946565628,VISIBLE,1.0,MANUAL_INTERVAL
446,15.557181519479258,VISIBLE,1.0,MANUAL_INTERVAL
447,15.59206309239289,VISIBLE,1.0,MANUAL_INTERVAL
448,15.62694466530652,VISIBLE,1.0,MANUAL_INTERVAL
449,15.66182623822015,VISIBLE,1.0,MANUAL_INTERVAL
450,15.69670781113378,VISIBLE,1.0,MANUAL_INTERVAL
451,15.731589384047412,VISIBLE,1.0,MANUAL_INTERVAL
452,15.766470956961042,VISIBLE,1.0,MANUAL_INTERVAL
453,15.801352529874672,VISIBLE,1.0,MANUAL_INTERVAL
454,15.836234102788303,VISIBLE,1.0,MANUAL_INTERVAL
455,15.871115675701933,VISIBLE,1.0,MANUAL_INTERVAL
456,15.905997248615565,VISIBLE,1.0,MANUAL_INTERVAL
457,15.940878821529195,VISIBLE,1.0,MANUAL_INTERVAL
458,15.975760394442826,VISIBLE,1.0,MANUAL_INTERVAL
459,16.010641967356456,VISIBLE,1.0,MANUAL_INTERVAL
460,16.045523540270086,VISIBLE,1.0,MANUAL_INTERVAL
461,16.08040511318372,VISIBLE,1.0,MANUAL_INTERVAL
462,16.11528668609735,VISIBLE,1.0,MANUAL_INTERVAL
463,16.15016825901098,VISIBLE,1.0,MANUAL_INTERVAL
464,16.18504983192461,VISIBLE,1.0,MANUAL_INTERVAL
465,16.21993140483824,VISIBLE,1.0,MANUAL_INTERVAL
466,16.25481297775187,VISIBLE,1.0,MANUAL_INTERVAL
467,16.2896945506655,VISIBLE,1.0,MANUAL_INTERVAL
468,16.32457612357913,VISIBLE,1.0,MANUAL_INTERVAL
469,16.35945769649276,VISIBLE,1.0,MANUAL_INTERVAL
470,16.394339269406395,VISIBLE,1.0,MANUAL_INTERVAL
471,16.429220842320024,VISIBLE,1.0,MANUAL_INTERVAL
472,16.464102415233654,VISIBLE,1.0,MANUAL_INTERVAL
473,16.498983988147284,VISIBLE,1.0,MANUAL_INTERVAL
474,16.533865561060917,VISIBLE,1.0,MANUAL_INTERVAL
475,16.568747133974547,VISIBLE,1.0,MANUAL_INTERVAL
476,16.603628706888177,VISIBLE,1.0,MANUAL_INTERVAL
477,16.638510279801807,VISIBLE,1.0,MANUAL_INTERVAL
478,16.673391852715437,VISIBLE,1.0,MANUAL_INTERVAL
479,16.70827342562907,VISIBLE,1.0,MANUAL_INTERVAL
480,16.7431549985427,VISIBLE,1.0,MANUAL_INTERVAL
481,16.77803657145633,VISIBLE,1.0,MANUAL_INTERVAL
482,16.81291814436996,VISIBLE,1.0,MANUAL_INTERVAL
483,16.847799717283593,VISIBLE,1.0,MANUAL_INTERVAL
484,16.882681290197223,VISIBLE,1.0,MANUAL_INTERVAL
485,16.917562863110852,VISIBLE,1.0,MANUAL_INTERVAL
486,16.952444436024482,VISIBLE,1.0,MANUAL_INTERVAL
487,16.987326008938116,VISIBLE,1.0,MANUAL_INTERVAL
488,17.022207581851745,VISIBLE,1.0,MANUAL_INTERVAL
489,17.057089154765375,VISIBLE,1.0,MANUAL_INTERVAL
490,17.091970727679005,VISIBLE,1.0,MANUAL_INTERVAL
491,17.126852300592635,VISIBLE,1.0,MANUAL_INTERVAL
492,17.161733873506268,VISIBLE,1.0,MANUAL_INTERVAL
493,17.196615446419898,VISIBLE,1.0,MANUAL_INTERVAL
494,17.231497019333528,VISIBLE,1.0,MANUAL_INTERVAL
495,17.266378592247158,VISIBLE,1.0,MANUAL_INTERVAL
496,17.30126016516079,VISIBLE,1.0,MANUAL_INTERVAL
497,17.33614173807442,VISIBLE,1.0,MANUAL_INTERVAL
498,17.37102331098805,VISIBLE,1.0,MANUAL_INTERVAL
499,17.40590488390168,VISIBLE,1.0,MANUAL_INTERVAL
500,17.44078645681531,VISIBLE,1.0,MANUAL_INTERVAL
501,17.475668029728944,VISIBLE,1.0,MANUAL_INTERVAL
502,17.510549602642573,VISIBLE,1.0,MANUAL_INTERVAL
503,17.545431175556203,VISIBLE,1.0,MANUAL_INTERVAL
504,17.580312748469833,VISIBLE,1.0,MANUAL_INTERVAL
505,17.615194321383466,VISIBLE,1.0,MANUAL_INTERVAL
506,17.650075894297096,VISIBLE,1.0,MANUAL_INTERVAL
507,17.684957467210726,VISIBLE,1.0,MANUAL_INTERVAL
508,17.719839040124356,VISIBLE,1.0,MANUAL_INTERVAL
509,17.75472061303799,VISIBLE,1.0,MANUAL_INTERVAL
510,17.78960218595162,VISIBLE,1.0,MANUAL_INTERVAL
511,17.82448375886525,VISIBLE,1.0,MANUAL_INTERVAL
512,17.85936533177888,VISIBLE,1.0,MANUAL_INTERVAL
513,17.89424690469251,VISIBLE,1.0,MANUAL_INTERVAL
514,17.92912847760614,VISIBLE,1.0,MANUAL_INTERVAL
515,17.96401005051977,VISIBLE,1.0,MANUAL_INTERVAL
516,17.9988916234334,VISIBLE,1.0,MANUAL_INTERVAL
517,18.03377319634703,VISIBLE,1.0,MANUAL_INTERVAL
518,18.068654769260664,VISIBLE,1.0,MANUAL_INTERVAL
519,18.103536342174294,VISIBLE,1.0,MANUAL_INTERVAL
520,18.138417915087924,VISIBLE,1.0,MANUAL_INTERVAL
521,18.173299488001554,VISIBLE,1.0,MANUAL_INTERVAL
522,18.208181060915187,VISIBLE,1.0,MANUAL_INTERVAL
523,18.243062633828817,VISIBLE,1.0,MANUAL_INTERVAL
524,18.277944206742447,VISIBLE,1.0,MANUAL_INTERVAL
525,18.312825779656077,VISIBLE,1.0,MANUAL_INTERVAL
526,18.347707352569707,VISIBLE,1.0,MANUAL_INTERVAL
527,18.38258892548334,VISIBLE,1.0,MANUAL_INTERVAL
528,18.41747049839697,VISIBLE,1.0,MANUAL_INTERVAL
529,18.4523520713106,VISIBLE,1.0,MANUAL_INTERVAL
530,18.48723364422423,VISIBLE,1.0,MANUAL_INTERVAL
531,18.522115217137863,VISIBLE,1.0,MANUAL_INTERVAL
532,18.556996790051492,VISIBLE,1.0,MANUAL_INTERVAL
533,18.591878362965122,VISIBLE,1.0,MANUAL_INTERVAL
534,18.626759935878752,VISIBLE,1.0,MANUAL_INTERVAL
535,18.661641508792382,VISIBLE,1.0,MANUAL_INTERVAL
536,18.696523081706015,VISIBLE,1.0,MANUAL_INTERVAL
537,18.731404654619645,VISIBLE,1.0,MANUAL_INTERVAL
538,18.766286227533275,VISIBLE,1.0,MANUAL_INTERVAL
539,18.801167800446905,VISIBLE,1.0,MANUAL_INTERVAL
540,18.836049373360538,VISIBLE,1.0,MANUAL_INTERVAL
541,18.870930946274168,VISIBLE,1.0,MANUAL_INTERVAL
542,18.905812519187798,VISIBLE,1.0,MANUAL_INTERVAL
543,18.940694092101428,VISIBLE,1.0,MANUAL_INTERVAL
544,18.97557566501506,VISIBLE,1.0,MANUAL_INTERVAL
545,19.01045723792869,VISIBLE,1.0,MANUAL_INTERVAL
546,19.04533881084232,VISIBLE,1.0,MANUAL_INTERVAL
547,19.08022038375595,VISIBLE,1.0,MANUAL_INTERVAL
548,19.11510195666958,VISIBLE,1.0,MANUAL_INTERVAL
549,19.149983529583213,VISIBLE,1.0,MANUAL_INTERVAL
550,19.184865102496843,VISIBLE,1.0,MANUAL_INTERVAL
551,19.219746675410473,VISIBLE,1.0,MANUAL_INTERVAL
552,19.254628248324103,VISIBLE,1.0,MANUAL_INTERVAL
553,19.289509821237736,VISIBLE,1.0,MANUAL_INTERVAL
554,19.324391394151366,VISIBLE,1.0,MANUAL_INTERVAL
555,19.359272967064996,VISIBLE,1.0,MANUAL_INTERVAL
556,19.394154539978626,VISIBLE,1.0,MANUAL_INTERVAL
557,19.42903611289226,VISIBLE,1.0,MANUAL_INTERVAL
558,19.46391768580589,VISIBLE,1.0,MANUAL_INTERVAL
559,19.49879925871952,VISIBLE,1.0,MANUAL_INTERVAL
560,19.53368083163315,VISIBLE,1.0,MANUAL_INTERVAL
561,19.56856240454678,VISIBLE,1.0,MANUAL_INTERVAL
562,19.60344397746041,VISIBLE,1.0,MANUAL_INTERVAL
563,19.63832555037404,VISIBLE,1.0,MANUAL_INTERVAL
564,19.67320712328767,VISIBLE,1.0,MANUAL_INTERVAL
565,19.7080886962013,VISIBLE,1.0,MANUAL_INTERVAL
566,19.742970269114934,VISIBLE,1.0,MANUAL_INTERVAL
567,19.777851842028564,VISIBLE,1.0,MANUAL_INTERVAL
568,19.812733414942194,VISIBLE,1.0,MANUAL_INTERVAL
569,19.847614987855824,VISIBLE,1.0,MANUAL_INTERVAL
570,19.882496560769457,VISIBLE,1.0,MANUAL_INTERVAL
571,19.917378133683087,VISIBLE,1.0,MANUAL_INTERVAL
572,19.952259706596717,VISIBLE,1.0,MANUAL_INTERVAL
573,19.987141279510347,VISIBLE,1.0,MANUAL_INTERVAL
574,20.022022852423977,VISIBLE,1.0,MANUAL_INTERVAL
575,20.05690442533761,VISIBLE,1.0,MANUAL_INTERVAL
576,20.09178599825124,VISIBLE,1.0,MANUAL_INTERVAL
577,20.12666757116487,VISIBLE,1.0,MANUAL_INTERVAL
578,20.1615491440785,VISIBLE,1.0,MANUAL_INTERVAL
579,20.196430716992133,VISIBLE,1.0,MANUAL_INTERVAL
580,20.231312289905762,VISIBLE,1.0,MANUAL_INTERVAL
581,20.266193862819392,VISIBLE,1.0,MANUAL_INTERVAL
582,20.301075435733022,VISIBLE,1.0,MANUAL_INTERVAL
583,20.335957008646652,VISIBLE,1.0,MANUAL_INTERVAL
584,20.370838581560285,VISIBLE,1.0,MANUAL_INTERVAL
585,20.405720154473915,VISIBLE,1.0,MANUAL_INTERVAL
586,20.440601727387545,VISIBLE,1.0,MANUAL_INTERVAL
587,20.475483300301175,VISIBLE,1.0,MANUAL_INTERVAL
588,20.510364873214808,VISIBLE,1.0,MANUAL_INTERVAL
589,20.545246446128438,VISIBLE,1.0,MANUAL_INTERVAL
590,20.580128019042068,VISIBLE,1.0,MANUAL_INTERVAL
591,20.615009591955697,VISIBLE,1.0,MANUAL_INTERVAL
592,20.64989116486933,VISIBLE,1.0,MANUAL_INTERVAL
593,20.68477273778296,VISIBLE,1.0,MANUAL_INTERVAL
594,20.71965431069659,VISIBLE,1.0,MANUAL_INTERVAL
595,20.75453588361022,VISIBLE,1.0,MANUAL_INTERVAL
596,20.78941745652385,VISIBLE,1.0,MANUAL_INTERVAL
597,20.824299029437483,VISIBLE,1.0,MANUAL_INTERVAL
598,20.859180602351113,VISIBLE,1.0,MANUAL_INTERVAL
599,20.894062175264743,VISIBLE,1.0,MANUAL_INTERVAL
600,20.928943748178373,VISIBLE,1.0,MANUAL_INTERVAL
601,20.963825321092006,VISIBLE,1.0,MANUAL_INTERVAL
602,20.998706894005636,VISIBLE,1.0,MANUAL_INTERVAL
603,21.033588466919266,VISIBLE,1.0,MANUAL_INTERVAL
604,21.068470039832896,VISIBLE,1.0,MANUAL_INTERVAL
605,21.10335161274653,VISIBLE,1.0,MANUAL_INTERVAL
606,21.13823318566016,VISIBLE,1.0,MANUAL_INTERVAL
607,21.17311475857379,VISIBLE,1.0,MANUAL_INTERVAL
608,21.20799633148742,VISIBLE,1.0,MANUAL_INTERVAL
609,21.24287790440105,VISIBLE,1.0,MANUAL_INTERVAL
610,21.27775947731468,VISIBLE,1.0,MANUAL_INTERVAL
611,21.31264105022831,VISIBLE,1.0,MANUAL_INTERVAL
612,21.34752262314194,VISIBLE,1.0,MANUAL_INTERVAL
613,21.38240419605557,VISIBLE,1.0,MANUAL_INTERVAL
614,21.417285768969204,VISIBLE,1.0,MANUAL_INTERVAL
615,21.452167341882834,VISIBLE,1.0,MANUAL_INTERVAL
616,21.487048914796464,VISIBLE,1.0,MANUAL_INTERVAL
617,21.521930487710094,VISIBLE,1.0,MANUAL_INTERVAL
618,21.556812060623727,VISIBLE,1.0,MANUAL_INTERVAL
619,21.591693633537357,VISIBLE,1.0,MANUAL_INTERVAL
620,21.626575206450987,VISIBLE,1.0,MANUAL_INTERVAL
621,21.661456779364617,VISIBLE,1.0,MANUAL_INTERVAL
622,21.696338352278246,VISIBLE,1.0,MANUAL_INTERVAL
623,21.73121992519188,VISIBLE,1.0,MANUAL_INTERVAL
624,21.76610149810551,VISIBLE,1.0,MANUAL_INTERVAL
625,21.80098307101914,VISIBLE,1.0,MANUAL_INTERVAL
626,21.83586464393277,VISIBLE,1.0,MANUAL_INTERVAL
627,21.870746216846403,VISIBLE,1.0,MANUAL_INTERVAL
628,21.905627789760032,VISIBLE,1.0,MANUAL_INTERVAL
629,21.940509362673662,VISIBLE,1.0,MANUAL_INTERVAL
630,21.975390935587292,VISIBLE,1.0,MANUAL_INTERVAL
631,22.010272508500922,VISIBLE,1.0,MANUAL_INTERVAL
632,22.045154081414555,VISIBLE,1.0,MANUAL_INTERVAL
633,22.080035654328185,VISIBLE,1.0,MANUAL_INTERVAL
634,22.114917227241815,VISIBLE,1.0,MANUAL_INTERVAL
635,22.149798800155445,VISIBLE,1.0,MANUAL_INTERVAL
636,22.184680373069078,VISIBLE,1.0,MANUAL_INTERVAL
637,22.219561945982708,VISIBLE,1.0,MANUAL_INTERVAL
638,22.254443518896338,VISIBLE,1.0,MANUAL_INTERVAL
639,22.289325091809967,VISIBLE,1.0,MANUAL_INTERVAL
640,22.3242066647236,VISIBLE,1.0,MANUAL_INTERVAL
641,22.35908823763723,VISIBLE,1.0,MANUAL_INTERVAL
642,22.39396981055086,VISIBLE,1.0,MANUAL_INTERVAL
643,22.42885138346449,VISIBLE,1.0,MANUAL_INTERVAL
644,22.46373295637812,VISIBLE,1.0,MANUAL_INTERVAL
645,22.498614529291753,VISIBLE,1.0,MANUAL_INTERVAL
646,22.533496102205383,VISIBLE,1.0,MANUAL_INTERVAL
647,22.568377675119013,VISIBLE,1.0,MANUAL_INTERVAL
648,22.603259248032643,VISIBLE,1.0,MANUAL_INTERVAL
649,22.638140820946276,VISIBLE,1.0,MANUAL_INTERVAL
650,22.673022393859906,VISIBLE,1.0,MANUAL_INTERVAL
651,22.707903966773536,VISIBLE,1.0,MANUAL_INTERVAL
652,22.742785539687166,VISIBLE,1.0,MANUAL_INTERVAL
653,22.7776671126008,VISIBLE,1.0,MANUAL_INTERVAL
654,22.81254868551443,VISIBLE,1.0,MANUAL_INTERVAL
655,22.84743025842806,VISIBLE,1.0,MANUAL_INTERVAL
656,22.88231183134169,VISIBLE,1.0,MANUAL_INTERVAL
657,22.91719340425532,VISIBLE,1.0,MANUAL_INTERVAL
658,22.95207497716895,VISIBLE,1.0,MANUAL_INTERVAL
659,22.98695655008258,VISIBLE,1.0,MANUAL_INTERVAL
660,23.02183812299621,VISIBLE,1.0,MANUAL_INTERVAL
661,23.05671969590984,VISIBLE,1.0,MANUAL_INTERVAL
662,23.091601268823474,VISIBLE,1.0,MANUAL_INTERVAL
663,23.126482841737104,VISIBLE,1.0,MANUAL_INTERVAL
664,23.161364414650734,VISIBLE,1.0,MANUAL_INTERVAL
665,23.196245987564364,VISIBLE,1.0,MANUAL_INTERVAL
666,23.231127560477994,VISIBLE,1.0,MANUAL_INTERVAL
667,23.266009133391627,VISIBLE,1.0,MANUAL_INTERVAL
668,23.300890706305257,VISIBLE,1.0,MANUAL_INTERVAL
669,23.335772279218887,VISIBLE,1.0,MANUAL_INTERVAL
670,23.370653852132516,VISIBLE,1.0,MANUAL_INTERVAL
671,23.40553542504615,VISIBLE,1.0,MANUAL_INTERVAL
672,23.44041699795978,VISIBLE,1.0,MANUAL_INTERVAL
673,23.47529857087341,VISIBLE,1.0,MANUAL_INTERVAL
674,23.51018014378704,VISIBLE,1.0,MANUAL_INTERVAL
675,23.545061716700673,VISIBLE,1.0,MANUAL_INTERVAL
676,23.579943289614302,VISIBLE,1.0,MANUAL_INTERVAL
677,23.614824862527932,VISIBLE,1.0,MANUAL_INTERVAL
678,23.649706435441562,VISIBLE,1.0,MANUAL_INTERVAL
679,23.684588008355192,VISIBLE,1.0,MANUAL_INTERVAL
680,23.719469581268825,VISIBLE,1.0,MANUAL_INTERVAL
681,23.754351154182455,VISIBLE,1.0,MANUAL_INTERVAL
682,23.789232727096085,VISIBLE,1.0,MANUAL_INTERVAL
683,23.824114300009715,VISIBLE,1.0,MANUAL_INTERVAL
684,23.858995872923348,VISIBLE,1.0,MANUAL_INTERVAL
685,23.893877445836978,VISIBLE,1.0,MANUAL_INTERVAL
686,23.928759018750608,VISIBLE,1.0,MANUAL_INTERVAL
687,23.963640591664237,VISIBLE,1.0,MANUAL_INTERVAL
688,23.99852216457787,VISIBLE,1.0,MANUAL_INTERVAL
689,24.0334037374915,VISIBLE,1.0,MANUAL_INTERVAL
690,24.06828531040513,VISIBLE,1.0,MANUAL_INTERVAL
691,24.10316688331876,VISIBLE,1.0,MANUAL_INTERVAL
692,24.13804845623239,VISIBLE,1.0,MANUAL_INTERVAL
693,24.172930029146023,VISIBLE,1.0,MANUAL_INTERVAL
694,24.207811602059653,VISIBLE,1.0,MANUAL_INTERVAL
695,24.242693174973283,VISIBLE,1.0,MANUAL_INTERVAL
696,24.277574747886913,VISIBLE,1.0,MANUAL_INTERVAL
697,24.312456320800546,VISIBLE,1.0,MANUAL_INTERVAL
698,24.347337893714176,VISIBLE,1.0,MANUAL_INTERVAL
699,24.382219466627806,VISIBLE,1.0,MANUAL_INTERVAL
700,24.417101039541436,VISIBLE,1.0,MANUAL_INTERVAL
701,24.45198261245507,VISIBLE,1.0,MANUAL_INTERVAL
702,24.4868641853687,VISIBLE,1.0,MANUAL_INTERVAL
703,24.52174575828233,VISIBLE,1.0,MANUAL_INTERVAL
704,24.55662733119596,VISIBLE,1.0,MANUAL_INTERVAL
705,24.59150890410959,VISIBLE,1.0,MANUAL_INTERVAL
706,24.62639047702322,VISIBLE,1.0,MANUAL_INTERVAL
707,24.66127204993685,VISIBLE,1.0,MANUAL_INTERVAL
708,24.69615362285048,VISIBLE,1.0,MANUAL_INTERVAL
709,24.73103519576411,VISIBLE,1.0,MANUAL_INTERVAL
710,24.765916768677744,VISIBLE,1.0,MANUAL_INTERVAL
711,24.800798341591374,VISIBLE,1.0,MANUAL_INTERVAL
712,24.835679914505004,VISIBLE,1.0,MANUAL_INTERVAL
713,24.870561487418634,VISIBLE,1.0,MANUAL_INTERVAL
714,24.905443060332264,VISIBLE,1.0,MANUAL_INTERVAL
715,24.940324633245897,VISIBLE,1.0,MANUAL_INTERVAL
716,24.975206206159527,VISIBLE,1.0,MANUAL_INTERVAL
717,25.010087779073157,VISIBLE,1.0,MANUAL_INTERVAL
718,25.044969351986786,VISIBLE,1.0,MANUAL_INTERVAL
719,25.07985092490042,VISIBLE,1.0,MANUAL_INTERVAL
720,25.11473249781405,VISIBLE,1.0,MANUAL_INTERVAL
721,25.14961407072768,VISIBLE,1.0,MANUAL_INTERVAL
722,25.18449564364131,VISIBLE,1.0,MANUAL_INTERVAL
723,25.219377216554943,VISIBLE,1.0,MANUAL_INTERVAL
724,25.254258789468572,VISIBLE,1.0,MANUAL_INTERVAL
725,25.289140362382202,VISIBLE,1.0,MANUAL_INTERVAL
726,25.324021935295832,VISIBLE,1.0,MANUAL_INTERVAL
727,25.358903508209462,VISIBLE,1.0,MANUAL_INTERVAL
728,25.393785081123095,VISIBLE,1.0,MANUAL_INTERVAL
729,25.428666654036725,VISIBLE,1.0,MANUAL_INTERVAL
730,25.463548226950355,VISIBLE,1.0,MANUAL_INTERVAL
731,25.498429799863985,VISIBLE,1.0,MANUAL_INTERVAL
732,25.533311372777618,VISIBLE,1.0,MANUAL_INTERVAL
733,25.568192945691248,VISIBLE,1.0,MANUAL_INTERVAL
734,25.603074518604878,VISIBLE,1.0,MANUAL_INTERVAL
735,25.637956091518507,VISIBLE,1.0,MANUAL_INTERVAL
736,25.67283766443214,VISIBLE,1.0,MANUAL_INTERVAL
737,25.70771923734577,VISIBLE,1.0,MANUAL_INTERVAL
738,25.7426008102594,VISIBLE,1.0,MANUAL_INTERVAL
739,25.77748238317303,VISIBLE,1.0,MANUAL_INTERVAL
740,25.81236395608666,VISIBLE,1.0,MANUAL_INTERVAL
741,25.847245529000293,VISIBLE,1.0,MANUAL_INTERVAL
742,25.882127101913923,VISIBLE,1.0,MANUAL_INTERVAL
743,25.917008674827553,VISIBLE,1.0,MANUAL_INTERVAL
744,25.951890247741183,VISIBLE,1.0,MANUAL_INTERVAL
745,25.986771820654816,VISIBLE,1.0,MANUAL_INTERVAL
746,26.021653393568446,VISIBLE,1.0,MANUAL_INTERVAL
747,26.056534966482076,VISIBLE,1.0,MANUAL_INTERVAL
748,26.091416539395706,VISIBLE,1.0,MANUAL_INTERVAL
749,26.126298112309335,VISIBLE,1.0,MANUAL_INTERVAL
750,26.16117968522297,VISIBLE,1.0,MANUAL_INTERVAL
751,26.1960612581366,VISIBLE,1.0,MANUAL_INTERVAL
752,26.23094283105023,VISIBLE,1.0,MANUAL_INTERVAL
753,26.265824403963858,VISIBLE,1.0,MANUAL_INTERVAL
754,26.30070597687749,VISIBLE,1.0,MANUAL_INTERVAL
755,26.33558754979112,VISIBLE,1.0,MANUAL_INTERVAL
756,26.37046912270475,VISIBLE,1.0,MANUAL_INTERVAL
757,26.40535069561838,VISIBLE,1.0,MANUAL_INTERVAL
758,26.440232268532014,VISIBLE,1.0,MANUAL_INTERVAL
759,26.475113841445644,VISIBLE,1.0,MANUAL_INTERVAL
760,26.509995414359274,VISIBLE,1.0,MANUAL_INTERVAL
761,26.544876987272904,VISIBLE,1.0,MANUAL_INTERVAL
762,26.579758560186534,VISIBLE,1.0,MANUAL_INTERVAL
763,26.614640133100167,VISIBLE,1.0,MANUAL_INTERVAL
764,26.649521706013797,VISIBLE,1.0,MANUAL_INTERVAL
765,26.684403278927427,VISIBLE,1.0,MANUAL_INTERVAL
766,26.719284851841056,VISIBLE,1.0,MANUAL_INTERVAL
767,26.75416642475469,VISIBLE,1.0,MANUAL_INTERVAL
768,26.78904799766832,VISIBLE,1.0,MANUAL_INTERVAL
769,26.82392957058195,VISIBLE,1.0,MANUAL_INTERVAL
770,26.85881114349558,VISIBLE,1.0,MANUAL_INTERVAL
771,26.893692716409213,VISIBLE,1.0,MANUAL_INTERVAL
772,26.928574289322842,VISIBLE,1.0,MANUAL_INTERVAL
773,26.963455862236472,VISIBLE,1.0,MANUAL_INTERVAL
774,26.998337435150102,VISIBLE,1.0,MANUAL_INTERVAL
775,27.033219008063732,VISIBLE,1.0,MANUAL_INTERVAL
776,27.068100580977365,VISIBLE,1.0,MANUAL_INTERVAL
777,27.102982153890995,VISIBLE,1.0,MANUAL_INTERVAL
778,27.137863726804625,VISIBLE,1.0,MANUAL_INTERVAL
779,27.172745299718255,VISIBLE,1.0,MANUAL_INTERVAL
780,27.207626872631888,VISIBLE,1.0,MANUAL_INTERVAL
781,27.242508445545518,VISIBLE,1.0,MANUAL_INTERVAL
782,27.277390018459148,VISIBLE,1.0,MANUAL_INTERVAL
783,27.312271591372777,VISIBLE,1.0,MANUAL_INTERVAL
784,27.34715316428641,VISIBLE,1.0,MANUAL_INTERVAL
785,27.38203473720004,VISIBLE,1.0,MANUAL_INTERVAL
786,27.41691631011367,VISIBLE,1.0,MANUAL_INTERVAL
787,27.4517978830273,VISIBLE,1.0,MANUAL_INTERVAL
788,27.48667945594093,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
789,27.521561028854563,VISIBLE,1.0,MANUAL_INTERVAL
790,27.556442601768193,VISIBLE,1.0,MANUAL_INTERVAL
791,27.591324174681823,VISIBLE,1.0,MANUAL_INTERVAL
792,27.626205747595453,VISIBLE,1.0,MANUAL_INTERVAL
793,27.661087320509086,VISIBLE,1.0,MANUAL_INTERVAL
794,27.695968893422716,VISIBLE,1.0,MANUAL_INTERVAL
795,27.730850466336346,VISIBLE,1.0,MANUAL_INTERVAL
796,27.765732039249976,VISIBLE,1.0,MANUAL_INTERVAL
797,27.800613612163605,VISIBLE,1.0,MANUAL_INTERVAL
798,27.83549518507724,VISIBLE,1.0,MANUAL_INTERVAL
799,27.87037675799087,VISIBLE,1.0,MANUAL_INTERVAL
800,27.9052583309045,VISIBLE,1.0,MANUAL_INTERVAL
801,27.940139903818128,VISIBLE,1.0,MANUAL_INTERVAL
802,27.97502147673176,VISIBLE,1.0,MANUAL_INTERVAL
803,28.00990304964539,VISIBLE,1.0,MANUAL_INTERVAL
804,28.04478462255902,VISIBLE,1.0,MANUAL_INTERVAL
805,28.07966619547265,VISIBLE,1.0,MANUAL_INTERVAL
806,28.114547768386284,VISIBLE,1.0,MANUAL_INTERVAL
807,28.149429341299914,VISIBLE,1.0,MANUAL_INTERVAL
808,28.184310914213544,VISIBLE,1.0,MANUAL_INTERVAL
809,28.219192487127174,VISIBLE,1.0,MANUAL_INTERVAL
810,28.254074060040804,VISIBLE,1.0,MANUAL_INTERVAL
811,28.288955632954437,VISIBLE,1.0,MANUAL_INTERVAL
812,28.323837205868067,VISIBLE,1.0,MANUAL_INTERVAL
813,28.358718778781697,VISIBLE,1.0,MANUAL_INTERVAL
